"seqid","strand","gene_name","gene_id","event_type","ref_exon_start","ref_exon_end","start","end","is_intron","other_exon_start","other_exon_end","is_denovo","ref_exon_denovo","other_exon_denovo","event_denovo","dpsi_mean","dpsi_std","probability_changing","probability_nonchanging","control_raw_psi_mean","control_raw_psi_std","control_bootstrap_psi_std","control_raw_coverage","infected_raw_psi_mean","infected_raw_psi_std","infected_bootstrap_psi_std","infected_raw_coverage"
"chr9","-","MAPKAP1","ENSG00000119487.17","s",125706971,125707234,125672643,125706971,"False",125672316,125672643,"False","False","False","False",-0.0118,0.0292,0.001547,0.9465,0.9208,0.0346,0.0476,55,0.8664,0.0395,0.0548,63
"chr9","-","MAPKAP1","ENSG00000119487.17","s",125706971,125707234,125669907,125706971,"False",125669887,125669907,"False","False","False","False",0.0048,0.0247,7.934e-05,0.9739,0.0542,0.029,0.0423,3,0.0719,0.03,0.0415,5
"chr9","-","MAPKAP1","ENSG00000119487.17","s",125706971,125707234,125657799,125706971,"False",125657651,125657799,"False","False","False","False",0.0136,0.0219,1.594e-05,0.9715,0.0208,0.0183,0.0236,1,0.0582,0.0272,0.0354,4
"chr9","-","RPL12","ENSG00000197958.13","s",127447877,127447989,127447726,127447877,"False",127447674,127447726,"False","False","False","False",-0.0045,0.0183,-7.879e-08,0.9979,0.9819,0.011,0.013,144,0.9736,0.0113,0.0152,196
"chr9","-","RPL12","ENSG00000197958.13","s",127447877,127447989,127447727,127447876,"True",127447674,127447726,"False","False","False","False",0.0045,0.0183,-3.463e-08,0.9979,0.0181,0.011,0.013,2.1667,0.0264,0.0113,0.0152,4.8333
"chr9","-","RPL12","ENSG00000197958.13","t",127449110,127449362,127449362,127450731,"False",127450731,127450804,"False","False","False","False",0,0.0144,1.138e-08,1,5e-04,7e-04,7e-04,0,0.0035,0.0016,0.0024,4
"chr9","-","RPL12","ENSG00000197958.13","t",127449110,127449362,127449362,127449610,"False",127449610,127449708,"False","False","False","False",0,0.0144,1.127e-08,1,0.9995,7e-04,7e-04,1010,0.9965,0.0016,0.0024,1293
"chr9","-","RPL12","ENSG00000197958.13","s",127450731,127450804,127449708,127450731,"False",127449610,127449708,"False","False","False","False",0,0.0144,3.74e-08,1,0.9968,0.0016,0.0017,1259,0.9949,0.0018,0.0024,1610
"chr9","-","RPL12","ENSG00000197958.13","s",127450731,127450804,127449362,127450731,"False",127449110,127449362,"False","False","False","False",0,0.0144,-9.902e-10,1,3e-04,5e-04,5e-04,0,0.0027,0.0013,0.0019,4
"chr9","-","RPL12","ENSG00000197958.13","s",127450731,127450804,127449709,127450730,"True",127449610,127449708,"False","False","False","False",0,0.0144,-2.159e-11,1,0.0029,0.0015,0.0016,3.3611,0.0025,0.0012,0.0013,3.6667
"chr9","-","RPL12","ENSG00000197958.13","s",127451050,127451406,127450804,127451281,"False",127450731,127450804,"False","False","False","False",-0.0056,0.0167,2.128e-09,1,0.9843,0.0032,0.0044,1458,0.9773,0.0034,0.0048,1827
"chr9","-","RPL12","ENSG00000197958.13","s",127451050,127451406,127450804,127451050,"False",127450731,127450804,"False","False","False","False",0.002,0.0155,-3.647e-08,1,0.0117,0.0028,0.004,17,0.0189,0.0031,0.0046,35
"chr9","-","RPL12","ENSG00000197958.13","s",127451050,127451406,127450805,127451049,"True",127450731,127450804,"False","False","False","False",0,0.0144,-2.159e-11,1,0.004,0.0016,0.0018,5.6667,0.0038,0.0014,0.0016,6.8333
"chr9","-","NIBAN2","ENSG00000136830.12","t",127505339,127505494,127505494,127531725,"False",127531648,127531778,"False","False","False","False",-1e-04,0.0146,-6.803e-08,1,0.0044,0.0061,0.0062,0,0.0032,0.0045,0.0046,0
"chr9","-","NIBAN2","ENSG00000136830.12","t",127505339,127505494,127505495,127507171,"True",127507172,127507431,"False","False","False","False",1e-04,0.0146,-1.97e-08,1,0.9956,0.0061,0.0062,113.4285,0.9968,0.0045,0.0046,153.7582
"chr9","-","NIBAN2","ENSG00000136830.12","t",127507867,127507978,127507978,127508093,"False",127508093,127508200,"False","False","False","False",1e-04,0.0145,-3.222e-08,1,0.9959,0.0057,0.0057,122,0.9975,0.0035,0.0036,200
"chr9","-","NIBAN2","ENSG00000136830.12","t",127507867,127507978,127507934,127525058,"False",127524806,127525163,"False","False","False","False",-1e-04,0.0145,3.701e-08,1,0.0041,0.0057,0.0057,0,0.0025,0.0035,0.0036,0
"chr9","-","NIBAN2","ENSG00000136830.12","t",127508422,127508538,127508538,127508976,"False",127508976,127509131,"False","False","False","False",0,0.0145,1.658e-08,1,0.9974,0.0037,0.0038,191,0.9978,0.0031,0.0031,227
"chr9","-","NIBAN2","ENSG00000136830.12","t",127508422,127508538,127508445,127568915,"False",127568915,127569076,"False","False","False","False",0,0.0145,-1.126e-08,1,0.0026,0.0037,0.0038,0,0.0022,0.0031,0.0031,0
"chr9","-","NIBAN2","ENSG00000136830.12","s",127524806,127525163,127523846,127525058,"False",127523679,127523846,"False","False","False","False",0,0.0145,1.661e-08,1,0.9968,0.0045,0.0045,157,0.9972,0.0039,0.0039,179
"chr9","-","NIBAN2","ENSG00000136830.12","s",127524806,127525163,127507934,127525058,"False",127507867,127507978,"False","False","False","False",0,0.0145,2.258e-08,1,0.0032,0.0045,0.0045,0,0.0028,0.0039,0.0039,0
"chr9","-","NIBAN2","ENSG00000136830.12","s",127531648,127531778,127505494,127531725,"False",127505339,127505494,"False","False","False","False",-1e-04,0.0145,-4.282e-08,1,0.0041,0.0058,0.0056,0,0.0024,0.0034,0.0034,0
"chr9","-","NIBAN2","ENSG00000136830.12","s",127531648,127531778,127527322,127531648,"False",127527194,127527322,"False","False","False","False",1e-04,0.0145,-5.094e-08,1,0.9959,0.0058,0.0056,121,0.9976,0.0034,0.0034,208
"chr9","-","NIBAN2","ENSG00000136830.12","t",127531648,127531778,127531778,127578922,"False",127578922,127578989,"False","False","False","False",0.0125,0.0238,2.044e-06,0.961,0.0577,0.0206,0.0281,7,0.0941,0.0228,0.0303,15
"chr9","-","NIBAN2","ENSG00000136830.12","t",127531648,127531778,127531778,127568820,"False",127568820,127568885,"False","False","False","False",-0.0126,0.028,0.000318,0.9466,0.9003,0.0265,0.0367,114,0.8609,0.027,0.0356,140
"chr9","-","NIBAN2","ENSG00000136830.12","t",127531648,127531778,127531778,127561148,"False",127561148,127561237,"False","False","False","False",0.0029,0.0225,-1.659e-08,0.9873,0.042,0.0177,0.0245,5,0.045,0.0162,0.0239,7
"chr9","-","NIBAN2","ENSG00000136830.12","s",127568820,127568885,127561237,127568820,"False",127561148,127561237,"False","False","False","False",0.0057,0.0205,-2.668e-08,0.9915,0.0297,0.0156,0.0225,3,0.0442,0.0169,0.0221,6
"chr9","-","NIBAN2","ENSG00000136830.12","s",127568820,127568885,127531778,127568820,"False",127531648,127531778,"False","False","False","False",-0.0057,0.0205,-4.091e-08,0.9915,0.9703,0.0156,0.0225,114,0.9558,0.0169,0.0221,140
"chr9","-","NIBAN2","ENSG00000136830.12","s",127568915,127569076,127508445,127568915,"False",127508422,127508538,"False","False","False","False",0,0.0145,6.827e-08,1,0.0035,0.0049,0.005,0,0.0032,0.0045,0.0045,0
"chr9","-","NIBAN2","ENSG00000136830.12","s",127568915,127569076,127568886,127568914,"True",127568820,127568885,"False","False","False","False",0,0.0145,6.108e-08,1,0.9965,0.0049,0.005,143.5,0.9968,0.0045,0.0045,156.5
"chr9","+","FPGS","ENSG00000136877.15","t",127807421,127807482,127807087,127807421,"False",127806497,127807087,"False","False","False","False",-0.0124,0.022,0.0002986,0.9715,0.0543,0.0331,0.0508,2,0.0093,0.0129,0.0128,0
"chr9","+","FPGS","ENSG00000136877.15","t",127807421,127807482,127807286,127807421,"False",127807209,127807286,"False","False","False","False",0.0124,0.022,0.0002988,0.9715,0.9457,0.0331,0.0508,43,0.9907,0.0129,0.0128,53
"chr9","+","FPGS","ENSG00000136877.15","s",127807586,127807849,127807688,127808234,"False",127808147,127808311,"False","False","False","False",-0.0157,0.0269,0.001563,0.9483,0.9615,0.0304,0.0314,37,0.9,0.0442,0.0609,40
"chr9","+","FPGS","ENSG00000136877.15","s",127807586,127807849,127807775,127808234,"False",127808147,127808311,"False","False","False","False",0.0157,0.0269,0.001564,0.9483,0.0385,0.0304,0.0314,1,0.1,0.0442,0.0609,4
"chr9","-","AK1","ENSG00000106992.19","s",127871823,127871939,127868512,127871823,"False",127868321,127868512,"False","False","False","False",-0.0052,0.0234,1.259e-06,0.9802,0.9627,0.023,0.0321,64,0.9491,0.0211,0.0306,102
"chr9","-","AK1","ENSG00000106992.19","s",127871823,127871939,127868475,127871823,"False",127868321,127868512,"False","False","False","False",0.0052,0.0234,1.291e-06,0.9802,0.0373,0.023,0.0321,2,0.0509,0.0211,0.0306,5
"chr9","-","AK1","ENSG00000106992.19","t",127871823,127871939,127871939,127873026,"False",127873026,127873180,"False","False","False","False",-0.0012,0.016,1.507e-07,0.9989,0.0128,0.0178,0.0194,0,0.0069,0.0097,0.0102,0
"chr9","-","AK1","ENSG00000106992.19","t",127871823,127871939,127871939,127872690,"False",127872690,127872853,"False","False","False","False",0.0012,0.016,1.599e-07,0.9989,0.9872,0.0178,0.0194,38,0.9931,0.0097,0.0102,71
"chr9","-","AK1","ENSG00000106992.19","s",127873026,127873180,127872853,127873026,"False",127872690,127872853,"False","False","False","False",6e-04,0.0161,1.585e-09,0.999,0.9881,0.0165,0.017,41,0.9909,0.0127,0.0129,54
"chr9","-","AK1","ENSG00000106992.19","s",127873026,127873180,127871939,127873026,"False",127871823,127871939,"False","False","False","False",-6e-04,0.0161,6.272e-09,0.999,0.0119,0.0165,0.017,0,0.0091,0.0127,0.0129,0
"chr9","-","AK1","ENSG00000106992.19","t",127873026,127873180,127873180,127874611,"False",127874611,127874649,"False","False","False","False",1e-04,0.016,2.267e-07,0.9989,0.009,0.0153,0.0156,0,0.0093,0.0157,0.0169,0
"chr9","-","AK1","ENSG00000106992.19","t",127873026,127873180,127873061,127874611,"False",127874611,127874649,"False","False","False","False",-2e-04,0.0177,1.017e-06,0.997,0.982,0.0216,0.022,36,0.9815,0.0222,0.0239,35
"chr9","-","AK1","ENSG00000106992.19","t",127873026,127873180,127873061,127873394,"False",127873394,127873544,"False","False","False","False",1e-04,0.016,2.267e-07,0.9989,0.009,0.0153,0.0156,0,0.0093,0.0157,0.0169,0
"chr9","-","ENSG00000257524","ENSG00000257524.6","s",127874611,127874649,127873180,127874611,"False",127873026,127873180,"False","False","False","False",1e-04,0.0168,5.017e-07,0.998,0.0135,0.0187,0.0191,0,0.0139,0.0192,0.0207,0
"chr9","-","ENSG00000257524","ENSG00000257524.6","s",127874611,127874649,127873061,127874611,"False",127873026,127873180,"False","False","False","False",-1e-04,0.0168,4.72e-07,0.998,0.9865,0.0187,0.0191,36,0.9861,0.0192,0.0207,35
"chr9","-","DPM2","ENSG00000136908.18","t",127935099,127935780,127935780,127937434,"False",127937434,127937779,"False","False","False","False",0.0064,0.0179,-3.564e-08,0.9957,0.0066,0.0092,0.0096,0,0.0231,0.0144,0.0214,2
"chr9","-","DPM2","ENSG00000136908.18","t",127935099,127935780,127935780,127936553,"False",127936034,127936655,"False","False","False","False",-0.0064,0.0179,-4.255e-08,0.9957,0.9934,0.0092,0.0096,75,0.9769,0.0144,0.0214,105
"chr9","-","DPM2","ENSG00000136908.18","s",127937434,127937779,127936655,127937434,"False",127936034,127936655,"False","False","False","False",-0.003,0.0237,2.688e-05,0.98,0.8683,0.0406,0.0452,59,0.8464,0.0378,0.0445,76
"chr9","-","DPM2","ENSG00000136908.18","s",127937434,127937779,127935780,127937434,"False",127935099,127935780,"False","False","False","False",0.0075,0.0182,-3.199e-08,0.9931,0.0049,0.0084,0.0085,0,0.0259,0.0166,0.025,2
"chr9","-","DPM2","ENSG00000136908.18","s",127937434,127937779,127936656,127937433,"True",127936034,127936655,"False","False","False","False",-6e-04,0.0233,1.063e-05,0.9828,0.1268,0.04,0.0445,8.3333,0.1278,0.035,0.039,11.1905
"chr9","-","EEIG1","ENSG00000167106.12","s",127944615,127944684,127943237,127944615,"False",127940582,127943237,"False","False","False","False",0.001,0.0192,2.003e-06,0.995,0.9736,0.0252,0.0294,38,0.9776,0.0198,0.0215,53
"chr9","-","EEIG1","ENSG00000167106.12","s",127944615,127944684,127943238,127944614,"True",127940582,127943237,"False","False","False","False",-0.001,0.0192,2.009e-06,0.995,0.0264,0.0252,0.0294,0.5455,0.0224,0.0198,0.0215,0.7273
"chr9","-","EEIG1","ENSG00000167106.12","t",127945649,127945753,127945753,127950423,"False",127950423,127950722,"False","False","False","False",0.0079,0.0197,4.584e-05,0.9871,0.0088,0.0122,0.0127,0,0.0349,0.0277,0.0412,1
"chr9","-","EEIG1","ENSG00000167106.12","t",127945649,127945753,127945753,127948071,"False",127948071,127948159,"False","False","False","False",-0.0079,0.0197,4.59e-05,0.9871,0.9912,0.0122,0.0127,56,0.9651,0.0277,0.0412,41
"chr9","-","PTGES2","ENSG00000148334.16","s",128122362,128122646,128121273,128122362,"False",128120693,128121273,"False","False","False","False",0.0012,0.0161,-2.6e-08,0.9992,0.9864,0.0147,0.0155,60,0.991,0.0091,0.0097,104
"chr9","-","PTGES2","ENSG00000148334.16","s",128122362,128122646,128121274,128122361,"True",128120693,128121273,"False","False","False","False",-0.0012,0.0161,-7.882e-08,0.9992,0.0136,0.0147,0.0155,0.3333,0.009,0.0091,0.0097,0.4444
"chr9","-","PTGES2","ENSG00000148334.16","s",128122934,128123134,128122646,128122934,"False",128122362,128122646,"False","False","False","False",0.0059,0.0175,-7.975e-09,0.9967,0.0049,0.0084,0.0086,0,0.0226,0.0145,0.0202,2
"chr9","-","PTGES2","ENSG00000148334.16","s",128122934,128123134,128122479,128122934,"False",128122362,128122646,"False","False","False","False",-0.0045,0.0227,1.66e-06,0.9836,0.928,0.0311,0.0343,63,0.9122,0.0277,0.0343,94
"chr9","-","PTGES2","ENSG00000148334.16","s",128122934,128123134,128122647,128122933,"True",128122362,128122646,"False","False","False","False",0,0.0222,7.054e-07,0.9881,0.0672,0.0301,0.0333,4.25,0.0653,0.0242,0.0286,6.4167
"chr9","-","PTGES2","ENSG00000148334.16","s",128123702,128123851,128123134,128123726,"False",128122934,128123134,"False","False","False","False",-6e-04,0.0188,3.188e-07,0.9954,0.0283,0.0226,0.0261,1,0.0242,0.0194,0.0239,1
"chr9","-","PTGES2","ENSG00000148334.16","s",128123702,128123851,128123134,128123702,"False",128122934,128123134,"False","False","False","False",6e-04,0.0188,2.36e-07,0.9954,0.9717,0.0226,0.0261,51,0.9758,0.0194,0.0239,60
"chr9","-","PTGES2","ENSG00000148334.16","s",128124331,128124550,128123851,128124492,"False",128123702,128123851,"False","False","False","False",0.007,0.02,9.247e-06,0.9893,0.9627,0.023,0.0323,64,0.9847,0.0123,0.0163,96
"chr9","-","PTGES2","ENSG00000148334.16","s",128124331,128124550,128123847,128124492,"False",128123702,128123851,"False","False","False","False",-0.007,0.02,9.303e-06,0.9893,0.0373,0.023,0.0323,2,0.0153,0.0123,0.0163,1
"chr9","-","PTGES2","ENSG00000148334.16","t",128124331,128124550,128124550,128125244,"False",128125244,128125336,"False","False","False","False",3e-04,0.0224,4.103e-06,0.9866,0.9548,0.0268,0.0398,56,0.9439,0.0271,0.0341,67
"chr9","-","PTGES2","ENSG00000148334.16","t",128124331,128124550,128124550,128124779,"False",128124779,128124871,"False","False","False","False",-0.0013,0.0221,3.611e-06,0.9873,0.0395,0.0252,0.0386,2,0.0467,0.0248,0.0329,3
"chr9","-","PTGES2","ENSG00000148334.16","t",128124331,128124550,128124551,128124778,"True",128124779,128124871,"False","False","False","False",6e-04,0.0155,-4.586e-11,0.9995,0.0056,0.0097,0.01,0,0.0093,0.0113,0.0126,0.3333
"chr9","-","PTGES2","ENSG00000148334.16","s",128125244,128125336,128124871,128125244,"False",128124779,128124871,"False","False","False","False",-0.0014,0.0247,8.485e-05,0.9758,0.1001,0.0374,0.0525,6,0.085,0.0321,0.0438,6
"chr9","-","PTGES2","ENSG00000148334.16","s",128125244,128125336,128124550,128125244,"False",128124331,128124550,"False","False","False","False",7e-04,0.0245,7.047e-05,0.9769,0.8906,0.0389,0.0542,56,0.9038,0.0339,0.0454,67
"chr9","-","PTGES2","ENSG00000148334.16","s",128125244,128125336,128124872,128125243,"True",128124779,128124871,"False","False","False","False",5e-04,0.0163,-1.991e-08,0.9991,0.0092,0.0119,0.0136,0.25,0.0112,0.0121,0.014,0.5
"chr9","-","PTGES2","ENSG00000148334.16","t",128125244,128125336,128125336,128127439,"False",128127439,128127735,"False","False","False","False",-0.0029,0.0177,-8.107e-08,0.9971,0.0196,0.0167,0.0226,1,0.0183,0.0156,0.0147,1
"chr9","-","PTGES2","ENSG00000148334.16","t",128125244,128125336,128125283,128125376,"False",128125376,128125538,"False","False","False","False",0,0.0149,-2.473e-09,0.9998,0.0049,0.0084,0.0085,0,0.0046,0.0078,0.0082,0
"chr9","-","PTGES2","ENSG00000148334.16","t",128125244,128125336,128125337,128125375,"True",128125376,128125538,"False","False","False","False",0.0031,0.0185,4.904e-08,0.9961,0.9755,0.0186,0.024,66,0.9772,0.0174,0.0167,71
"chr9","-","PTGES2","ENSG00000148334.16","t",128125376,128125538,128125538,128127439,"False",128127439,128127735,"False","False","False","False",0,0.0145,-8.628e-09,1,0.0016,0.0042,0.0043,0,0.0014,0.0038,0.0038,0
"chr9","-","PTGES2","ENSG00000148334.16","t",128125376,128125538,128125441,128128248,"False",128128248,128128462,"False","False","False","False",0.0063,0.0174,-1.637e-08,0.9961,0.0016,0.0042,0.0043,0,0.0216,0.0145,0.0212,2
"chr9","-","PTGES2","ENSG00000148334.16","t",128125376,128125538,128125441,128128055,"False",128128055,128128188,"False","False","False","False",0.0089,0.018,3.961e-08,0.9933,0.0016,0.0042,0.0043,0,0.0317,0.0175,0.0231,3
"chr9","-","PTGES2","ENSG00000148334.16","t",128125376,128125538,128125441,128127439,"False",128127439,128127735,"False","False","False","False",-0.0208,0.0222,9.157e-05,0.9428,0.985,0.0127,0.014,89,0.9292,0.0256,0.034,92
"chr9","-","PTGES2","ENSG00000148334.16","t",128125376,128125538,128125441,128126230,"False",128125896,128127176,"False","False","False","False",0,0.0145,-8.628e-09,1,0.0016,0.0042,0.0043,0,0.0014,0.0038,0.0038,0
"chr9","-","PTGES2","ENSG00000148334.16","t",128125376,128125538,128125441,128125896,"False",128125896,128127176,"False","False","False","False",0,0.0145,-8.628e-09,1,0.0016,0.0042,0.0043,0,0.0014,0.0038,0.0038,0
"chr9","-","PTGES2","ENSG00000148334.16","t",128125376,128125538,128125539,128125895,"True",128125896,128127176,"False","False","False","False",0.0013,0.016,-2.363e-08,0.9995,0.0071,0.0088,0.0101,0.5,0.0132,0.0114,0.0129,1.1667
"chr9","-","PTGES2","ENSG00000148334.16","s",128127439,128127735,128126260,128127439,"False",128125896,128127176,"False","False","False","False",0,0.0146,3.001e-08,1,0.0027,0.0055,0.0057,0,0.0027,0.0053,0.0054,0
"chr9","-","PTGES2","ENSG00000148334.16","s",128127439,128127735,128125538,128127439,"False",128125376,128125538,"False","False","False","False",0,0.0146,3.001e-08,1,0.0027,0.0055,0.0057,0,0.0027,0.0053,0.0054,0
"chr9","-","PTGES2","ENSG00000148334.16","s",128127439,128127735,128125441,128127439,"False",128125376,128125538,"False","False","False","False",0.0028,0.0176,-5.495e-08,0.9977,0.9808,0.0143,0.0196,89,0.9814,0.0139,0.013,92
"chr9","-","PTGES2","ENSG00000148334.16","s",128127439,128127735,128125336,128127439,"False",128125244,128125336,"False","False","False","False",-0.0023,0.0166,2.344e-09,0.9986,0.0137,0.0121,0.0179,1,0.0133,0.0118,0.0107,1
"chr9","+","LCN2","ENSG00000148346.12","s",128149441,128149663,128149663,128150238,"False",128150238,128150374,"False","False","False","False",0.0138,0.024,0.0006556,0.9623,0.9286,0.0429,0.0564,32,0.9819,0.0145,0.0175,81
"chr9","+","LCN2","ENSG00000148346.12","s",128149441,128149663,128149663,128150375,"False",128150375,128150609,"False","False","False","False",-0.0138,0.024,0.0006557,0.9623,0.0714,0.0429,0.0564,2,0.0181,0.0145,0.0175,1
"chr9","-","CIZ1","ENSG00000148337.22","s",128167095,128167473,128166880,128167095,"False",128166621,128166997,"False","False","False","False",6e-04,0.0162,4.29e-08,0.9989,0.9884,0.0162,0.0175,42,0.9911,0.0125,0.0129,55
"chr9","-","CIZ1","ENSG00000148337.22","s",128167095,128167473,128166998,128167094,"True",128166621,128166997,"False","False","False","False",-6e-04,0.0162,3.627e-08,0.9989,0.0116,0.0162,0.0175,0,0.0089,0.0125,0.0129,0
"chr9","-","CIZ1","ENSG00000148337.22","t",128167095,128167473,128167164,128169076,"False",128168735,128169201,"False","False","False","False",-4e-04,0.0231,5.636e-05,0.9829,0.0519,0.0327,0.0461,2,0.0383,0.0244,0.0295,2
"chr9","-","CIZ1","ENSG00000148337.22","t",128167095,128167473,128167164,128169052,"False",128168735,128169201,"False","False","False","False",0.004,0.0255,0.0004943,0.9733,0.9185,0.0403,0.0556,41,0.9563,0.026,0.0308,58
"chr9","-","CIZ1","ENSG00000148337.22","t",128167095,128167473,128167164,128167539,"False",128167539,128167683,"False","False","False","False",-0.004,0.0173,1.562e-06,0.9957,0.0296,0.025,0.0286,1,0.0055,0.0094,0.0091,0
"chr9","-","CIZ1","ENSG00000148337.22","t",128169406,128169519,128169519,128170020,"False",128170020,128170107,"False","False","False","False",5e-04,0.0153,-1.101e-07,0.9997,0.9917,0.0116,0.0121,59,0.9943,0.0081,0.0085,86
"chr9","-","CIZ1","ENSG00000148337.22","t",128169406,128169519,128169519,128169623,"False",128169623,128169700,"False","False","False","False",-5e-04,0.0153,-6.959e-08,0.9997,0.0083,0.0116,0.0121,0,0.0057,0.0081,0.0085,0
"chr9","-","CIZ1","ENSG00000148337.22","s",128170020,128170107,128169700,128170020,"False",128169623,128169700,"False","False","False","False",-5e-04,0.0153,-6.959e-08,0.9997,0.0083,0.0116,0.0121,0,0.0057,0.0081,0.0085,0
"chr9","-","CIZ1","ENSG00000148337.22","s",128170020,128170107,128169519,128170020,"False",128169406,128169519,"False","False","False","False",5e-04,0.0153,-1.101e-07,0.9997,0.9917,0.0116,0.0121,59,0.9943,0.0081,0.0085,86
"chr9","-","CIZ1","ENSG00000148337.22","t",128170020,128170107,128170107,128176351,"False",128176351,128176475,"False","False","False","False",6e-04,0.0156,1.558e-08,0.9995,0.9906,0.0132,0.014,52,0.9932,0.0095,0.0098,73
"chr9","-","CIZ1","ENSG00000148337.22","t",128170020,128170107,128170035,128179373,"False",128179051,128179415,"False","False","False","False",-6e-04,0.0156,2.408e-08,0.9995,0.0094,0.0132,0.014,0,0.0068,0.0095,0.0098,0
"chr9","-","CIZ1","ENSG00000148337.22","s",128178709,128178904,128178490,128178709,"False",128178369,128178490,"False","False","False","False",0.0026,0.022,1.638e-06,0.9881,0.9413,0.0289,0.0338,61,0.9552,0.0244,0.0282,67
"chr9","-","CIZ1","ENSG00000148337.22","s",128178709,128178904,128178491,128178708,"True",128178369,128178490,"False","False","False","False",-0.0026,0.022,1.558e-06,0.9881,0.0587,0.0289,0.0338,3.3333,0.0448,0.0244,0.0282,2.6667
"chr9","-","CIZ1","ENSG00000148337.22","t",128178709,128178904,128178904,128179244,"False",128179051,128179415,"False","False","False","False",-2e-04,0.0147,-6.157e-08,1,0.0035,0.0069,0.0069,0,0.0025,0.0049,0.0049,0
"chr9","-","CIZ1","ENSG00000148337.22","t",128178709,128178904,128178904,128179073,"False",128179051,128179415,"False","False","False","False",-0.0045,0.0326,0.004996,0.9621,0.2951,0.0534,0.0758,21,0.2685,0.0438,0.0561,27
"chr9","-","CIZ1","ENSG00000148337.22","t",128178709,128178904,128178904,128178989,"False",128178989,128179009,"False","False","False","False",0.0029,0.0182,-1.399e-09,0.9963,0.0174,0.0153,0.0165,1,0.0222,0.0145,0.0208,2
"chr9","-","CIZ1","ENSG00000148337.22","t",128178709,128178904,128178905,128178988,"True",128178989,128179009,"False","False","False","False",0.0027,0.0294,0.00257,0.9666,0.684,0.0544,0.0758,49,0.7069,0.045,0.0574,71.5
"chr9","-","CIZ1","ENSG00000148337.22","s",128179051,128179415,128170035,128179373,"False",128170020,128170107,"False","False","False","False",-2e-04,0.0147,-7.651e-08,0.9999,0.0036,0.0072,0.0075,0,0.0027,0.0054,0.0055,0
"chr9","-","CIZ1","ENSG00000148337.22","s",128179051,128179415,128178904,128179244,"False",128178709,128178904,"False","False","False","False",-2e-04,0.0147,-7.651e-08,0.9999,0.0036,0.0072,0.0075,0,0.0027,0.0054,0.0055,0
"chr9","-","CIZ1","ENSG00000148337.22","s",128179051,128179415,128178904,128179073,"False",128178709,128178904,"False","False","False","False",-0.0033,0.0351,0.006724,0.9603,0.308,0.0552,0.0805,21,0.2946,0.0471,0.0678,27
"chr9","-","CIZ1","ENSG00000148337.22","s",128179051,128179415,128179010,128179050,"True",128178989,128179009,"False","False","False","False",0.0035,0.0353,0.006923,0.9601,0.6848,0.0555,0.0806,47,0.7,0.0474,0.068,64.5
"chr9","-","CIZ1","ENSG00000148337.22","t",128180799,128180814,128180814,128185547,"False",128185547,128185776,"False","False","False","False",0.0126,0.0566,0.02754,0.9358,0.7823,0.0584,0.0885,38,0.8205,0.0472,0.0672,53
"chr9","-","CIZ1","ENSG00000148337.22","t",128180799,128180814,128180799,128190329,"False",128190329,128190467,"False","False","False","False",-0.0087,0.0214,0.000108,0.9829,0.0476,0.0301,0.0409,2,0.0205,0.0174,0.0219,1
"chr9","-","CIZ1","ENSG00000148337.22","t",128180799,128180814,128180799,128185547,"False",128185547,128185776,"False","False","False","False",-0.003,0.0343,0.005936,0.9599,0.1701,0.0531,0.0799,8,0.159,0.045,0.0634,10
"chr9","-","CIZ1","ENSG00000148337.22","t",128185547,128185776,128185776,128190688,"False",128190688,128190710,"False","False","False","False",0.0082,0.0238,4.728e-05,0.9731,0.0329,0.0286,0.0412,1,0.0697,0.0323,0.0468,4
"chr9","-","CIZ1","ENSG00000148337.22","t",128185547,128185776,128185776,128190329,"False",128190329,128190467,"False","False","False","False",0.0026,0.0263,0.0006552,0.9709,0.1645,0.0594,0.0748,6,0.1844,0.0493,0.0635,11
"chr9","-","CIZ1","ENSG00000148337.22","t",128185547,128185776,128185776,128187863,"False",128187863,128187934,"False","False","False","False",-0.0044,0.0276,0.001381,0.9678,0.7961,0.0645,0.0802,30,0.7418,0.0556,0.0767,45
"chr9","-","CIZ1","ENSG00000148337.22","t",128185547,128185776,128185734,128190724,"False",128190724,128190862,"False","False","False","False",-4e-04,0.0152,-2.683e-08,0.9996,0.0066,0.0129,0.013,0,0.0041,0.0081,0.0083,0
"chr9","-","CIZ1","ENSG00000148337.22","t",128187863,128187934,128187934,128190688,"False",128190688,128190710,"False","False","False","False",-0.0057,0.0193,8.314e-06,0.9906,0.0375,0.0297,0.0381,1,0.0114,0.0158,0.0172,0
"chr9","-","CIZ1","ENSG00000148337.22","t",128187863,128187934,128187934,128190329,"False",128190329,128190467,"False","False","False","False",0.0057,0.0193,8.315e-06,0.9906,0.9625,0.0297,0.0381,38,0.9886,0.0158,0.0172,43
"chr9","-","CIZ1","ENSG00000148337.22","s",128190329,128190467,128187934,128190329,"False",128187863,128187934,"False","False","False","False",-0.004,0.027,0.001144,0.97,0.8156,0.056,0.0687,38,0.7738,0.0554,0.0713,43
"chr9","-","CIZ1","ENSG00000148337.22","s",128190329,128190467,128185776,128190329,"False",128185547,128185776,"False","False","False","False",0.0086,0.031,0.003884,0.9594,0.1348,0.0493,0.0609,6,0.2024,0.0532,0.0715,11
